Vulnerability,Published Date,Severity
Ubuntu: (CVE-2024-3094): xz-utils: Embedded Malicious Code,"March 29, 2024",10
CentOS Linux: CVE-2024-3094: xz: Embedded Malicious Code,"March 29, 2024",10
Red Hat: CVE-2024-3094: xz: Embedded Malicious Code,"March 29, 2024",10
SUSE: CVE-2024-3094: xz: Embedded Malicious Code,"March 29, 2024",10
Alma Linux: CVE-2024-3094: xz: Embedded Malicious Code,"March 29, 2024",10
Alpine Linux: CVE-2024-3094: xz: Embedded Malicious Code,"March 29, 2024",10
Cisco XE: CVE-2024-20314: Cisco IOS XE Software SD-Access Fabric Edge Node Denial of Service Vulnerability,"March 28, 2024",4
Amazon Linux AMI 2: CVE-2023-42950: Security patch for webkitgtk4 (ALAS-2024-2434),"March 28, 2024",4
Cisco XE: CVE-2024-20306: Cisco IOS XE Software Unified Threat Defense Command Injection Vulnerability,"March 28, 2024",4
Cisco XE: CVE-2024-20316: Cisco IOS XE Software NETCONF/RESTCONF IPv4 Access Control List Bypass Vulnerability,"March 28, 2024",4
Debian: CVE-2024-2947: cockpit -- security update,"March 28, 2024",4
Cisco IOS: CVE-2024-20311: Cisco IOS and IOS XE Software Locator ID Separation Protocol Denial of Service Vulnerability,"March 28, 2024",4
Cisco XE: CVE-2024-20303: Cisco IOS XE Software for Wireless LAN Controllers Multicast DNS Denial of Service Vulnerability,"March 28, 2024",4
Cisco XE: CVE-2024-20311: Cisco IOS and IOS XE Software Locator ID Separation Protocol Denial of Service Vulnerability,"March 28, 2024",4
Cisco IOS: CVE-2024-20276: Cisco IOS Software for Catalyst 6000 Series Switches Denial of Service Vulnerability,"March 28, 2024",4
Cisco XE: CVE-2024-20309: Cisco IOS XE Software Auxiliary Asynchronous Port Denial of Service Vulnerability,"March 28, 2024",4
Cisco IOS: CVE-2024-20308: Cisco IOS and IOS XE Software Internet Key Exchange Version 1 Fragmentation Denial of Service Vulnerabilities,"March 28, 2024",4
Cisco XE: CVE-2024-20307: Cisco IOS and IOS XE Software Internet Key Exchange Version 1 Fragmentation Denial of Service Vulnerabilities,"March 28, 2024",4
Cisco IOS: CVE-2024-20312: Cisco IOS and IOS XE Software Intermediate System-to-Intermediate System Denial of Service Vulnerability,"March 28, 2024",4
Cisco IOS: CVE-2024-20308: Cisco IOS and IOS XE Software Internet Key Exchange Version 1 Fragmentation Denial of Service Vulnerabilities,"March 28, 2024",4
Cisco XE: CVE-2024-20259: Cisco IOS XE Software DHCP Snooping with Endpoint Analytics Denial of Service Vulnerability,"March 28, 2024",4
Cisco IOS: CVE-2024-20307: Cisco IOS and IOS XE Software Internet Key Exchange Version 1 Fragmentation Denial of Service Vulnerabilities,"March 28, 2024",4
Cisco XE: CVE-2024-20306: Cisco IOS XE Software Unified Threat Defense Command Injection Vulnerability,"March 28, 2024",4
Cisco XE: CVE-2024-20303: Cisco IOS XE Software for Wireless LAN Controllers Multicast DNS Denial of Service Vulnerability,"March 28, 2024",4
Cisco XE: CVE-2024-20312: Cisco IOS and IOS XE Software Intermediate System-to-Intermediate System Denial of Service Vulnerability,"March 28, 2024",4
Cisco XE: CVE-2024-20324: Cisco IOS XE Software for Wireless LAN Controllers Privilege Escalation Vulnerability,"March 28, 2024",4
Cisco XE: CVE-2024-20307: Cisco IOS and IOS XE Software Internet Key Exchange Version 1 Fragmentation Denial of Service Vulnerabilities,"March 28, 2024",4
Rocky Linux: CVE-2023-46809: nodejs-18 (Multiple Advisories),"March 27, 2024",4
SUSE: CVE-2024-2398: SUSE Linux Security Advisory,"March 27, 2024",4
Google Chrome Vulnerability: CVE-2024-2887 Type Confusion in WebAssembly,"March 27, 2024",4
Ubuntu: (Multiple Advisories) (CVE-2024-28085): util-linux vulnerability,"March 27, 2024",4
SUSE: CVE-2023-45920: SUSE Linux Security Advisory,"March 27, 2024",4
Ubuntu: (Multiple Advisories) (CVE-2024-2398): curl vulnerabilities,"March 27, 2024",4
Ubuntu: (Multiple Advisories) (CVE-2024-2004): curl vulnerabilities,"March 27, 2024",4
Google Chrome Vulnerability: CVE-2024-2885 Use after free in Dawn,"March 27, 2024",4
SUSE: CVE-2024-2004: SUSE Linux Security Advisory,"March 27, 2024",4
Google Chrome Vulnerability: CVE-2024-2883 Use after free in ANGLE,"March 27, 2024",4
Google Chrome Vulnerability: CVE-2024-2886 Use after free in WebCodecs,"March 27, 2024",4
Debian: CVE-2024-28085: util-linux -- security update,"March 27, 2024",4
Debian: CVE-2024-28085: util-linux -- security update,"March 27, 2024",4
Microsoft Edge Chromium: CVE-2024-2887 Type Confusion in WebAssembly,"March 26, 2024",4
Alma Linux: CVE-2023-46809: Important: nodejs:18 security update (Multiple Advisories),"March 26, 2024",4
Microsoft Edge Chromium: CVE-2024-2886 Use after free in WebCodecs,"March 26, 2024",4
Microsoft Edge Chromium: CVE-2024-2883 Use after free in ANGLE,"March 26, 2024",4
Microsoft Edge Chromium: CVE-2024-2885 Use after free in Dawn,"March 26, 2024",4
Debian: CVE-2024-2887: chromium -- security update,"March 26, 2024",4
Debian: CVE-2024-2886: chromium -- security update,"March 26, 2024",4
Debian: CVE-2024-2883: chromium -- security update,"March 26, 2024",4
Debian: CVE-2024-2885: chromium -- security update,"March 26, 2024",4
Debian: CVE-2024-1481: freeipa -- security update,"March 26, 2024",4
OS X update for Assets (CVE-2023-42896),"March 25, 2024",4
OS X update for WebKit (CVE-2023-42950),"March 25, 2024",4
SUSE: CVE-2024-29025: SUSE Linux Security Advisory,"March 25, 2024",4
OS X update for DiskArbitration (CVE-2023-42931),"March 25, 2024",4
OS X update for FileURL (CVE-2023-42892),"March 25, 2024",4
OS X update for WebKit (CVE-2023-42956),"March 25, 2024",4
Apple Safari security update for CVE-2023-42956,"March 25, 2024",4
OS X update for TCC (CVE-2023-42947),"March 25, 2024",4
OS X update for IOUSBDeviceFamily (CVE-2023-42974),"March 25, 2024",4
SUSE: CVE-2024-29025: SUSE Linux Security Advisory,"March 25, 2024",4
OS X update for Libsystem (CVE-2023-42893),"March 25, 2024",4
Apple Safari security update for CVE-2023-42956,"March 25, 2024",4
OS X update for Shell (CVE-2023-42930),"March 25, 2024",4
OS X update for Assets (CVE-2023-42896),"March 25, 2024",4
OS X update for TCC (CVE-2023-42947),"March 25, 2024",4
Red Hat: CVE-2024-30156: varnish: HTTP/2 Broken Window Attack may result in denial of service (Multiple Advisories),"March 24, 2024",8
SUSE: CVE-2024-30161: SUSE Linux Security Advisory,"March 24, 2024",4
Alma Linux: CVE-2024-30156: Important: varnish security update (ALSA-2024-1691),"March 24, 2024",4
Ubuntu: (Multiple Advisories) (CVE-2024-29943): Firefox vulnerabilities,"March 22, 2024",4
Amazon Linux AMI 2: CVE-2024-29944: Security patch for firefox (ALASFIREFOX-2024-023),"March 22, 2024",4
MFSA2024-16 Firefox: Security Vulnerabilities fixed in Firefox ESR 115.9.1 (CVE-2024-29944),"March 22, 2024",4
Alma Linux: CVE-2024-29944: Critical: firefox security update (ALSA-2024-1485),"March 22, 2024",4
Microsoft Edge Chromium: CVE-2024-29057,"March 22, 2024",4
SUSE: CVE-2024-29944: SUSE Linux Security Advisory,"March 22, 2024",4
MFSA2024-15 Firefox: Security Vulnerabilities fixed in Firefox 124.0.1 (CVE-2024-29943),"March 22, 2024",4
Debian: CVE-2024-29944: firefox-esr -- security update,"March 22, 2024",4
CentOS Linux: CVE-2024-29944: Critical: firefox security update (CESA-2024:1486),"March 22, 2024",4
Ubuntu: (Multiple Advisories) (CVE-2024-29944): Firefox vulnerabilities,"March 22, 2024",4
Rocky Linux: CVE-2024-29944: firefox (RLSA-2024-1484),"March 22, 2024",4
MFSA2024-15 Firefox: Security Vulnerabilities fixed in Firefox 124.0.1 (CVE-2024-29944),"March 22, 2024",4
Microsoft Edge Chromium: CVE-2024-26247,"March 22, 2024",4
Ubuntu: (Multiple Advisories) (CVE-2024-29944): Firefox vulnerabilities,"March 22, 2024",4
Red Hat OpenShift: CVE-2024-1394: golang-fips/openssl: Memory leaks in code encrypting and decrypting RSA payloads,"March 21, 2024",4
SUSE: CVE-2024-2494: SUSE Linux Security Advisory,"March 21, 2024",4
Red Hat OpenShift: CVE-2024-0793: kube-controller-manager: malformed HPA v1 manifest causes crash,"March 21, 2024",4
Alma Linux: CVE-2024-1394: Important: golang security update (Multiple Advisories),"March 21, 2024",4
Red Hat: CVE-2024-28834: gnutls: vulnerable to Minerva side-channel information leak (Multiple Advisories),"March 21, 2024",5
Rocky Linux: CVE-2024-1394: grafana (Multiple Advisories),"March 21, 2024",4
Alpine Linux: CVE-2024-28835: Vulnerability in Gnutls,"March 21, 2024",4
Alpine Linux: CVE-2024-28834: Exposure of Sensitive Information to an Unauthorized Actor,"March 21, 2024",6
Debian: CVE-2024-2494: libvirt -- security update,"March 21, 2024",4
Red Hat: CVE-2024-1394: golang-fips/openssl: Memory leaks in code encrypting and decrypting RSA payloads (Multiple Advisories),"March 20, 2024",8
Debian: CVE-2024-2626: chromium -- security update,"March 20, 2024",4
Debian: CVE-2024-2628: chromium -- security update,"March 20, 2024",4
Debian: CVE-2024-2625: chromium -- security update,"March 20, 2024",4
Debian: CVE-2024-2629: chromium -- security update,"March 20, 2024",4
Vulnerabilities deemed not relevant on Rocky Linux 8,"March 20, 2024",1
Debian: CVE-2024-2630: chromium -- security update,"March 20, 2024",4
Google Chrome Vulnerability: CVE-2024-2627 Use after free in Canvas,"March 20, 2024",4
Google Chrome Vulnerability: CVE-2024-2630 Inappropriate implementation in iOS,"March 20, 2024",4
Debian: CVE-2024-2628: chromium -- security update,"March 20, 2024",4
Microsoft Edge Chromium: CVE-2024-2625 Object lifecycle issue in V8,"March 20, 2024",4
Debian: CVE-2024-2627: chromium -- security update,"March 20, 2024",4
Google Chrome Vulnerability: CVE-2024-2627 Use after free in Canvas,"March 20, 2024",4
Microsoft Edge Chromium: CVE-2024-2626 Out of bounds read in Swiftshader,"March 20, 2024",4
Google Chrome Vulnerability: CVE-2024-2626 Out of bounds read in Swiftshader,"March 20, 2024",4
Microsoft Edge Chromium: CVE-2024-2627 Use after free in Canvas,"March 20, 2024",4
Debian: CVE-2024-2629: chromium -- security update,"March 20, 2024",4
Microsoft Edge Chromium: CVE-2024-2630 Inappropriate implementation in iOS,"March 20, 2024",4
Vulnerabilities deemed not relevant on Rocky Linux 8,"March 20, 2024",1
Google Chrome Vulnerability: CVE-2024-2625 Object lifecycle issue in V8,"March 20, 2024",4
Google Chrome Vulnerability: CVE-2024-2629 Incorrect security UI in iOS,"March 20, 2024",4
Google Chrome Vulnerability: CVE-2024-2631 Inappropriate implementation in iOS,"March 20, 2024",4
Microsoft Edge Chromium: CVE-2024-2631 Inappropriate implementation in iOS,"March 20, 2024",4
Debian: CVE-2024-2630: chromium -- security update,"March 20, 2024",4
Alma Linux: CVE-2024-2610: Critical: firefox security update (Multiple Advisories),"March 19, 2024",4
Alpine Linux: CVE-2023-5388: Vulnerability in Nss,"March 19, 2024",4
"Debian: CVE-2024-2611: firefox-esr, thunderbird -- security update","March 19, 2024",4
Red Hat: CVE-2024-2608: Mozilla: Integer overflow could have led to out of bounds write (Multiple Advisories),"March 19, 2024",4
SUSE: CVE-2024-2605: SUSE Linux Security Advisory,"March 19, 2024",4
MFSA2024-13 Firefox: Security Vulnerabilities fixed in Firefox ESR 115.9 (CVE-2023-5388),"March 19, 2024",4
Vulnerability in the JavaFX component,"March 19, 2024",4
MFSA2024-14 Thunderbird: Security Vulnerabilities fixed in Thunderbird 115.9 (CVE-2024-2612),"March 19, 2024",4
SUSE: CVE-2024-2611: SUSE Linux Security Advisory,"March 19, 2024",4
MFSA2024-12 Firefox: Security Vulnerabilities fixed in Firefox 124 (CVE-2024-2613),"March 19, 2024",4
MFSA2024-12 Firefox: Security Vulnerabilities fixed in Firefox 124 (CVE-2024-2607),"March 19, 2024",4
Alpine Linux: CVE-2024-0450: Vulnerability in Python3,"March 19, 2024",5
MFSA2024-13 Firefox: Security Vulnerabilities fixed in Firefox ESR 115.9 (CVE-2024-2612),"March 19, 2024",4
Ubuntu: (Multiple Advisories) (CVE-2024-2615): Firefox vulnerabilities,"March 19, 2024",4
Ubuntu: (Multiple Advisories) (CVE-2024-2611): Firefox vulnerabilities,"March 19, 2024",4
Ubuntu: (Multiple Advisories) (CVE-2024-2608): Firefox vulnerabilities,"March 19, 2024",4
Rocky Linux: CVE-2024-2616: firefox (RLSA-2024-1484),"March 19, 2024",4
MFSA2024-14 Thunderbird: Security Vulnerabilities fixed in Thunderbird 115.9 (CVE-2024-2611),"March 19, 2024",4
MFSA2024-14 Thunderbird: Security Vulnerabilities fixed in Thunderbird 115.9 (CVE-2024-2608),"March 19, 2024",4
"Red Hat: CVE-2024-2614: Mozilla: Memory safety bugs fixed in Firefox 124, Firefox ESR 115.9, and Thunderbird 115.9 (Multiple Advisories)","March 19, 2024",4
Red Hat: CVE-2024-2608: Mozilla: Integer overflow could have led to out of bounds write (Multiple Advisories),"March 19, 2024",4
MFSA2024-12 Firefox: Security Vulnerabilities fixed in Firefox 124 (CVE-2024-2612),"March 19, 2024",4
Debian: CVE-2024-0450: Multiple Affected Packages,"March 19, 2024",4
"Amazon Linux AMI 2: CVE-2024-2612: Security patch for firefox, thunderbird (Multiple Advisories)","March 19, 2024",4
CentOS Linux: CVE-2024-2614: Critical: firefox security update (Multiple Advisories),"March 19, 2024",4
MFSA2024-12 Firefox: Security Vulnerabilities fixed in Firefox 124 (CVE-2023-5388),"March 19, 2024",4
Red Hat: CVE-2024-2608: Mozilla: Integer overflow could have led to out of bounds write (Multiple Advisories),"March 19, 2024",4
SUSE: CVE-2024-2612: SUSE Linux Security Advisory,"March 19, 2024",4
CentOS Linux: CVE-2024-2610: Critical: firefox security update (Multiple Advisories),"March 19, 2024",4
Ubuntu: (Multiple Advisories) (CVE-2024-2607): Firefox vulnerabilities,"March 19, 2024",4
Rocky Linux: CVE-2024-2614: thunderbird (Multiple Advisories),"March 19, 2024",4
Alma Linux: CVE-2024-2612: Critical: firefox security update (Multiple Advisories),"March 19, 2024",4
CentOS Linux: CVE-2024-2611: Critical: firefox security update (Multiple Advisories),"March 19, 2024",4
MFSA2024-14 Thunderbird: Security Vulnerabilities fixed in Thunderbird 115.9 (CVE-2024-2611),"March 19, 2024",4
Debian: CVE-2024-22025: nodejs -- security update,"March 19, 2024",4
SUSE: CVE-2024-2608: SUSE Linux Security Advisory,"March 19, 2024",4
SUSE: CVE-2024-2614: SUSE Linux Security Advisory,"March 19, 2024",4
Ubuntu: (Multiple Advisories) (CVE-2024-2613): Firefox vulnerabilities,"March 19, 2024",4
MFSA2024-13 Firefox: Security Vulnerabilities fixed in Firefox ESR 115.9 (CVE-2024-2607),"March 19, 2024",4
SUSE: CVE-2024-2616: SUSE Linux Security Advisory,"March 19, 2024",4
IBM AIX: python_advisory8 (CVE-2023-6597): Vulnerability in python affects AIX,"March 19, 2024",4
"Amazon Linux AMI 2: CVE-2024-2611: Security patch for firefox, thunderbird (Multiple Advisories)","March 19, 2024",4
Ubuntu: (Multiple Advisories) (CVE-2024-2610): Firefox vulnerabilities,"March 19, 2024",4
Debian: CVE-2024-0450: Multiple Affected Packages,"March 19, 2024",4
Red Hat: CVE-2024-2616: Mozilla: Improve handling of out-of-memory conditions in ICU (Multiple Advisories),"March 19, 2024",4
"Debian: CVE-2024-2611: firefox-esr, thunderbird -- security update","March 19, 2024",4
Ubuntu: (Multiple Advisories) (CVE-2023-5388): Firefox vulnerabilities,"March 19, 2024",4
"Amazon Linux AMI 2: CVE-2024-2610: Security patch for firefox, thunderbird (Multiple Advisories)","March 19, 2024",4
SUSE: CVE-2024-2612: SUSE Linux Security Advisory,"March 19, 2024",4
Ubuntu: (Multiple Advisories) (CVE-2024-2609): Firefox vulnerabilities,"March 19, 2024",4
Debian: CVE-2024-0450: Multiple Affected Packages,"March 19, 2024",4
MFSA2024-13 Firefox: Security Vulnerabilities fixed in Firefox ESR 115.9 (CVE-2024-2605),"March 19, 2024",4
MFSA2024-13 Firefox: Security Vulnerabilities fixed in Firefox ESR 115.9 (CVE-2024-2616),"March 19, 2024",4
Alma Linux: CVE-2024-2608: Critical: firefox security update (Multiple Advisories),"March 19, 2024",4
MFSA2024-14 Thunderbird: Security Vulnerabilities fixed in Thunderbird 115.9 (CVE-2024-2614),"March 19, 2024",4
Alma Linux: CVE-2024-2612: Critical: firefox security update (Multiple Advisories),"March 19, 2024",4
MFSA2024-12 Firefox: Security Vulnerabilities fixed in Firefox 124 (CVE-2024-2613),"March 19, 2024",4
MFSA2024-12 Firefox: Security Vulnerabilities fixed in Firefox 124 (CVE-2024-2610),"March 19, 2024",4
Debian: CVE-2024-22025: nodejs -- security update,"March 19, 2024",4
Red Hat: CVE-2024-2608: Mozilla: Integer overflow could have led to out of bounds write (Multiple Advisories),"March 19, 2024",4
"Amazon Linux AMI 2: CVE-2024-2614: Security patch for firefox, thunderbird (Multiple Advisories)","March 19, 2024",4
Alpine Linux: CVE-2024-0450: Vulnerability in Python3,"March 19, 2024",5
MFSA2024-13 Firefox: Security Vulnerabilities fixed in Firefox ESR 115.9 (CVE-2023-5388),"March 19, 2024",4
MFSA2024-14 Thunderbird: Security Vulnerabilities fixed in Thunderbird 115.9 (CVE-2024-2612),"March 19, 2024",4
Debian: CVE-2024-0450: Multiple Affected Packages,"March 19, 2024",4
MFSA2024-12 Firefox: Security Vulnerabilities fixed in Firefox 124 (CVE-2024-2610),"March 19, 2024",4
"Amazon Linux AMI 2: CVE-2024-2610: Security patch for firefox, thunderbird (Multiple Advisories)","March 19, 2024",4
